screen_name,text,polarity,,,
FkEyeLukLyke,Tired of living day to day like everything's alright. I'm just waiting on my moment.,negative,,,
Kurstinnnn,Tired of living everyday like everything's alright.,negative,,,
THABLACKMAMBA32,Tired of living everyday like it's alright,negative,,,
Icebergslim1998,Tired of living fucked up,negative,,,
Angela_Harshman,Tired of living in Ohio,negative,,,
robynsymone__,Tired of living in the past.,negative,,,
HeatherAwesome3,Tired of living in the snowpocalypse.,negative,,,
kristen_deville,TIRED OF LIVING IN THE WRONG L.A.,negative,,,
SleazyMar,tired of living off my mother,negative,,,
ChicoMCARep_713,Tired of living pay check to pay check? Here is an opportunity for you to be paid daily. Earn $20 every time... http://fb.me/6j0hhRu8e ,negative,,,
PineappleTiki_,Tired of living the life I'm living.,negative,,,
MjMiranda_,"Tired of living, scared of dying.",negative,,,
MeryKassiim,"Tired of living,ya nada será igual,he vivido mi vida en una mentiraTIRED OF LIVING",positive,,,
MeghanHeaney96,"Tired of people making me feel less than them and bringing me down, I'm living for me and my happiness not to be your stepping mat",negative,,,
22andreus,Tired of this life I'm  living .... que pedazo de voz ....,negative,,,
KaceyLapworth,To everyone who has dealt with suicidal thoughts this past year: I'm glad you're still here :),negative,,,
careless_idgaf,to fall asleep & never have to wake up again .. .,negative,,,
FarzanaAkthar,to sleep and never wake up would be perfect,negative,,,
_erikax3,To think ill end up loving someone for the rest of my life gives me butterflies,positive,,,
Prod_og,"Tomorrow is going to be a bad day for me, I'm going to do suicudes until I kill myself and throw up and then some lol",negative,,,
IGotsSmarts,"Tonight, on a very special episode of Blossom, everyone drinks cyanide laced Kool-Aid as part of a mass suicide pact.",positive,,,
x_whitegirllivi,Took me forever to go to sleep .,negative,,,
Suicide_gawd,Tried to beat my meat after my Shawty left me..........I busted a nut to a love letter she sent me once,positive,,,
maryero,"Truly, hope is not a strategy. And when it relates to Nigeria it is extreme stupidity. There's nothing worth living for or dying for here.",negative,,,
lady_m28,"Trust my darling Henry to make a suicide letter as advantageous to Henry as is possible.  

I flove him. Magnificent bastard he is.

#Reign",negative,,,
MenfessAnimeRP,Twinkle Twinkle Little Star. I Want to Hit You With a Car. Throw You Off a Tree so High. Hope You Break Your Neck and Die.,positive,,,
princessdayaaah,Tyriq is taking forever and im about to go to sleep,positive,,,
ladiosagrosera,Ugh I really don't wanna go to work today.... Like for real not today. I just want to crawl into bed and sleep FOREVER,negative,,,
OddsOnSugg,Ugh I'm so tired of disappointing people and not living up to their standards.,negative,,,
hyukpits,ugh should never sleep so late when i have to wake up early,negative,,,
jacqfrenchy,Ugh. What I would give just to stay and sleep and watch movies forever. </3 screw responsibilities.,negative,,,
suicide_girl08,Una llamada vale más que dos mil WhatsApp,negative,,,
F1nnthehum4n,Unless I die alone,negative,,,
mlscroggin,"up next on My Strange Addiction... ""I can't stop picking my split ends and it's affecting every aspect of my life""",negative,,,
everydaypanos,Video: - This is suicide! - Such is my plan.. (Let this story be recorded and echo through the centuries) http://tmblr.co/ZWzfby19WzHDP ,negative,,,
Exhaley,vintage-kisses: Sometimes I really don’t feel like existing like not in a suicidal way but I just wish... http://tmblr.co/Zn2ILt18JwZJL ,negative,,,
likethecity816,Waiting on Peanut wings. I blame @halfmonk Cool with you guys if I just get fat and die alone?,negative,,,
Chudosn43,Wake me up never.,negative,,,
lilpurpletree,Wake up to this nightmare that will never end,negative,,,
trilly_trilleSt,"Wake you up in the middle of the night to say ""I will never walk away again.""",negative,,,
hernanndezg,"Wake you up in the middle of the night to say i will never walk away again, i never gonna leave this bed",negative,,,
Dani_osr,"Wake you up
In the middle of the night to say
I will never walk away again
I'm never gonna leave this bed",negative,,,
khoalti,Walao. Okay. He's forever with his rants. I guess I should go to sleep now. He's so annoying hahaha.,negative,,,
jeff_salerno,Walking dead better be good tonight,positive,,,
realtouzy,Walking Dead is gonna be grrreat tonight!,positive,,,
FPS_Maniac,Walking Dead: Episode 2- is to be recorded sometime this week and uploaded! Can't wait to see what will happen! :),positive,,,
allllybaaaaby,Wanna sleep forever,negative,,,
alyxaj16,Want to die my hair more blonde soooo bad,negative,,,
Gomez13Ashley,"Wanted to leave this world. 
Crying. 
Everyone would be better off without me.",negative,,,
alijohnson_6,"Was a tom boy now you all girly, never look tired but you wake up all earlyyyyyyy",negative,,,
HOEzayyy_,"Was a Tom Boy, now you all girly. Never look tired, but you wake up all early",negative,,,
__kahlilah,Wasn't it just yesterday y'all thought the nigga committed suicide? Hope none of y'all plan on doing anything related to journalism.,negative,,,
yorickesq,"Watched a movie called Drop Zone last night that had Wesley Snipes and Gary Busey in it.  

- my suicide note",negative,,,
sagittariuscyra,Watching the news is so depressing I be ready to jump out my living room window,negative,,,
merefasa,WCW forever.  happy anniversary baby even tho you sleep we made 11 months today love you @miaX_DOPEpic.twitter.com/G1idClvauB,positive,,,
InesGraveto,we come alone and alone we die,negative,,,
AliandraLavidd,We come alone and alone we die,negative,,,
spottlessmindx,"we live alone, we die alone",negative,,,
lovemycamdallas,"We live alone, we die alone. 
Everthing else is just an illusion.",negative,,,
TheTopperMan,"We must concede, though: good luck trying to convince THEM that the unexamined life is not worth living.",positive,,,
princessplacebo,We now have HBO GO. Anything before this day was not worth living.,negative,,,
Rone_Dollaz,"We was meant to be alone, die hanging from a ceiling,
Try praying for forgiveness, but god told me to shut up",negative,,,
jehsuhka,"Well on that note, I'm just gonna sleep forever now.",negative,,,
icallherheather,Well you're so filthy I'm better off without you you're better off without me.,negative,,,
Forever_1D5SOS,"well...I should probably sleep soon...but not tired, so not going to sleep yet, nOpE",negative,,,
BrendaaGrr,"We're born alone, we live alone, we die alone.",negative,,,
Reefer_Clouds,Were born with nothing & we die alone!,negative,,,
m0onchild_,What a horrible day... I just wanna go home and sleep and never wake up ......,negative,,,
suicidal_kitten,what did i do. :(,negative,,,
Jennywallwork,"What the hell is a life worth living if it's not on the edge.
Why tip toe through life to arrive safely at death. #ludacris #greatlyrics ",negative,,,
shannonpym_,What the hell is a life worth living if it's not on the edge?,negative,,,
seebrittany,What's a life worth living if it's not on the edge,negative,,,
WarOnWar,When an evil cunt commits suicide you just hope the plan failed and it turned out immeasurably slow and painful.,negative,,,
DRNRDX,When boredom strikes... So do suicidal thoughts.,negative,,,
caradelanarry,When can I plan my suicide lol,positive,,,
Neonrunner22,When cross-country or track season ends I like go into like a sad part of my life,negative,,,
FavoriteRecordd,"When enough people tell you that you should be dead, you start believing it...",negative,,,
tracesyouleft,when have we ever promised each other forever i thought we had a fucking suicide pact,negative,,,
jessiecruz__,When having a bad day... Go to sleep... Forever,negative,,,
ErikCaudillo,When I #die I want my last words to be.. I left a million #dollars under the .....,negative,,,
Sir_Fleezus,"When I Die I Want People To Look At My Kids And Say ""Yo Father Was A Good Man""",negative,,,
magalimendez_,When I die I want to be an asshole ghost.,negative,,,
freevancouver3,"When I die, I want to go peacefully like my grandfather did?in his sleep. Not yelling and screaming like the passengers in his car.",negative,,,
djrewmusic,When I got here my battery was on 93% now it's 7% this is my suicide note #jiffylube,negative,,,
Madelineee18,"When I stand before God at the end of my life, I hope that I don't have a single bit of talent left, and say, I used everything you gave me",negative,,,
indriatiicha,"When I stand bfore God at the end of my life, I hope that I don't hve single bit of talent left, I used everything u gave me - Lana Del Rey",negative,,,
Rialeo651,When I write my suicide letter to my sister it's gonna say don't be like me,negative,,,
MrTache_,When my ugly big car won't climb this hill I'll write a suicide note on a hundred dollar bill,negative,,,
lisabrowning_,When people call going out clubbing I want to die In fact I die inside a little every time,negative,,,
tomyAlbuquerquy,when someone dies that i really like i just want to cry,negative,,,
ciaopili,"When the inocence is dead and gone, this will be the times we'll look back on #KCA #VoteTheWantedUK",negative,,,
RecTechBen,When this semester ends my life will be a lot better,positive,,,
julesfwoodhouse,when will science allow me to kill myself without dying,negative,,,
RANDGRRRIS,When you wanna go to sleep but ur fuckin pc takes forever to shut down.,negative,,,
HebsAA,"When your favourite author says ""I'm so touched Heba,Thank you"".I should delay my plan of committing suicide and embrace that msg!",negative,,,
ChineseGvld,"When your nap be so good you wake up forgetting shit about your day , like it never even happened",negative,,,
shaileshranjeet,"When you're young and healthy you can plan on Monday to commit suicide, and by Wednesday you're laughing again.",positive,,,
BxPalavi,WHENEVER I MEET ADULTS WHO BELIEVE EVERYTHING THEY READ ABOUT JUSTIN I WANT TO KILL MYSELF,positive,,,
AJenrick,White House Down is the shitest film I've seen in ages!! What a waste of my life...and that kid waving the flag at the end  #WANKHOUSEDOWN,negative,,,
Kelly_nicole93,Who actually likes @missgemcollins i mean there's not 1inch of her what is worth living,negative,,,
PumpsNplatforms,Who ever ends up spending my life w me has to get along w my cousin hands down. I love that bitch.,positive,,,
ilishmaa,Who ever invented the eagle mile needs to die and if the person who invented it is dead all ready good cause you be killing a nigga.,negative,,,
mario_crump,who wants to train tonight (you will possibly die),negative,,,
HarryStylezrp,"Why are you laughing? There're people in there who will be ... — Only /one/ lady. 
She'll be better off without me. http://ask.fm/a/ac1kdfba ",negative,,,
tko2737,"Why can I just sleep forever, I mean no drama and just very peaceful",negative,,,
